Workout log file,,,,,,
Created:,15-Dec-23,at:,18:53:47,,,
90.05761528,81,100,137,Tempo,0,18.91
91.05770063,72,100,137,Tempo,0,18.83
92.05821705,81,100,137,Tempo,0,18.97
93.05905795,80,100,137,Tempo,0,19.26
94.0591712,82,100,137,Tempo,0,19.37
95.0595293,77,100,137,Tempo,0,19.73
96.06045198,86,100,137,Tempo,0,20.31
97.06085205,84,100,138,Tempo,0,20.37
98.06123567,82,100,138,Tempo,0,20.26
99.06156778,85,100,138,Tempo,0,20.18
100.0619457,84,100,138,Tempo,0,20.09
101.0629246,84,100,139,Tempo,0,20.06
102.0631728,82,100,139,Tempo,0,19.94
103.0637937,82,100,140,Tempo,0,19.77
104.0642426,83,100,140,Tempo,0,19.83
105.0649946,82,100,141,Tempo,0,19.94
106.0658388,80,100,141,Tempo,0,19.9
107.0666299,84,100,141,Tempo,0,19.77
108.0674887,81,100,141,Tempo,0,19.38
109.0674906,80,100,141,Tempo,0,19.25
110.0683718,76,100,142,Tempo,0,19.62
111.068924,84,100,143,Tempo,0,19.83
112.0698802,79,100,143,Tempo,0,19.87
113.0706673,83,100,143,Tempo,0,19.68
114.0706904,83,100,143,Tempo,0,19.44
115.0716066,80,100,143,Tempo,0,19.47
116.0725017,79,100,143,Tempo,0,19.72
117.0730298,87,100,143,Tempo,0,19.59
118.0735464,78,100,142,Tempo,0,19.35
119.0738049,81,100,142,Tempo,0,19.5
120.0744469,82,100,142,Tempo,0,19.58
121.0747166,86,100,142,Tempo,0,19.4
122.0756073,77,100,142,Tempo,0,19.27
123.0757439,81,100,142,Tempo,0,19.4
124.0764046,80,100,141,Tempo,0,19.81
125.0773506,84,100,142,Tempo,0,20.15
126.0777233,83,100,142,Tempo,0,20.18
127.0788131,84,100,142,Tempo,0,20.25
128.0796502,85,100,143,Tempo,0,20.3
129.0806859,83,100,143,Tempo,0,20.22
130.0816271,84,100,143,Tempo,0,20.06
131.0817165,83,100,143,Tempo,0,19.83
132.0823629,78,100,143,Tempo,0,19.77
133.0832741,83,100,142,Tempo,0,19.96
134.0833962,88,100,143,Tempo,0,20.04
135.0834882,84,100,143,Tempo,0,19.82
136.0835097,74,100,143,Tempo,0,19.89
137.0836139,90,100,143,Tempo,0,20.16
138.0840898,82,100,144,Tempo,0,20.12
139.0845048,83,100,144,Tempo,0,20.02
140.0850263,86,100,144,Tempo,0,19.8
141.0853915,81,100,144,Tempo,0,19.83
142.0861418,82,100,144,Tempo,0,20.03
143.0865893,84,100,143,Tempo,0,20.02
144.0872622,84,100,144,Tempo,0,20.12
145.0872996,84,100,144,Tempo,0,20.08
146.0875201,81,100,144,Tempo,0,20.08
147.0883141,83,100,145,Tempo,0,20.12
148.0887735,80,100,145,Tempo,0,20.01
149.0892174,86,100,145,Tempo,0,20.02
150.0897157,84,100,145,Tempo,0,20.1
151.0899861,81,100,146,Tempo,0,20.05
152.090137,84,100,145,Tempo,0,19.87
153.0903089,83,100,145,Tempo,0,19.63
154.0905678,78,100,145,Tempo,0,19.46
155.0909121,81,100,145,Tempo,0,19.7
156.0912857,88,100,145,Tempo,0,20.1
157.0913954,81,100,145,Tempo,0,20.17
158.0921309,83,100,145,Tempo,0,19.94
159.0927587,82,100,145,Tempo,0,20.1
160.093219,87,100,145,Tempo,0,20.14
161.0941772,77,100,145,Tempo,0,20
162.0942113,82,100,145,Tempo,0,20.17
163.0945446,85,100,145,Tempo,0,20.3
164.0952597,86,100,145,Tempo,0,20.11
165.0952823,83,100,146,Tempo,0,20.07
166.095341,81,100,146,Tempo,0,20
167.095377,82,100,146,Tempo,0,19.81
168.096303,83,100,145,Tempo,0,20.02
169.0972435,86,100,145,Tempo,0,20.16
170.0973055,82,100,146,Tempo,0,20.1
171.0973556,84,100,146,Tempo,0,20.17
172.0975573,86,100,146,Tempo,0,20.11
173.0977628,83,100,146,Tempo,0,19.83
174.0987506,81,100,145,Tempo,0,19.85
175.0990064,83,100,144,Tempo,0,20.45
176.0990791,87,100,144,Tempo,0,20.85
177.09993,87,100,144,Tempo,0,20.76
178.1002295,83,100,145,Tempo,0,20.55
179.1002936,86,100,145,Tempo,0,20.7
180.1006291,87,100,145,Tempo,0,21.06
181.1014314,88,100,145,Tempo,0,21.11
182.1024122,89,100,146,Tempo,0,21.06
183.1028218,89,100,146,Tempo,0,20.82
184.1035836,80,100,146,Tempo,0,20.52
185.1040194,85,100,147,Tempo,0,20.48
186.1046143,85,100,147,Tempo,0,20.44
187.1048188,86,100,146,Tempo,0,20.54
188.105315,87,100,147,Tempo,0,20.6
189.1053801,85,100,146,Tempo,0,20.46
190.1055317,85,100,147,Tempo,0,20.52
191.1065171,86,100,147,Tempo,0,20.82
192.1074378,87,100,147,Tempo,0,21.04
193.1075428,87,100,148,Threshold,0,20.88
194.108423,88,100,148,Threshold,0,20.58
195.1093822,87,100,148,Threshold,0,20.36
196.1099393,82,100,147,Tempo,0,20.22
197.1105149,83,100,147,Tempo,0,20.34
198.1111941,87,100,147,Tempo,0,20.58
199.111881,85,100,147,Tempo,0,20.55
200.1125219,86,100,147,Tempo,0,20.53
201.1135585,86,100,147,Tempo,0,20.6
202.1142206,83,100,147,Tempo,0,20.57
203.1149161,84,100,146,Tempo,0,20.3
204.1158261,85,100,146,Tempo,0,20.12
205.1173692,84,100,146,Tempo,0,20.03
206.118201,81,100,145,Tempo,0,20.21
207.1182041,94,100,145,Tempo,0,20.48
208.1191919,81,100,145,Tempo,0,20.6
209.1194398,86,100,145,Tempo,0,20.58
210.1196904,86,100,145,Tempo,0,20.71
211.1197531,88,100,145,Tempo,0,21.02
212.1203363,88,100,146,Tempo,0,20.93
213.1209199,86,100,146,Tempo,0,20.55
214.1213107,84,100,146,Tempo,0,20.25
215.1223061,83,100,146,Tempo,0,20.21
216.1230197,86,100,147,Tempo,0,20.23
217.1236727,85,100,147,Tempo,0,20.2
218.1237776,83,100,147,Tempo,0,20.26
219.1238878,86,100,147,Tempo,0,20.15
220.1244323,83,100,147,Tempo,0,19.95
221.1253109,82,100,147,Tempo,0,20.09
222.1255679,88,100,147,Tempo,0,20.23
223.1256626,84,100,147,Tempo,0,20.13
224.126235,83,100,148,Threshold,0,19.88
225.1270785,78,100,148,Threshold,0,19.69
226.1271696,82,100,147,Tempo,0,19.85
227.1272557,82,100,147,Tempo,0,20
228.1274896,84,100,148,Threshold,0,20.12
229.1285923,84,100,148,Threshold,0,20.26
230.1288903,83,100,148,Threshold,0,20.41
231.1297712,87,100,147,Tempo,0,20.47
232.1299093,85,100,147,Tempo,0,20.34
233.1308329,87,100,147,Tempo,0,20.23
234.1316702,82,100,147,Tempo,0,20.34
235.1323919,88,100,147,Tempo,0,20.44
236.1331065,86,100,147,Tempo,0,20.38
237.1333756,82,100,147,Tempo,0,20.51
238.1343541,89,100,147,Tempo,0,20.82
239.134984,89,100,147,Tempo,0,21.02
240.1353049,86,100,147,Tempo,0,21
241.1355968,87,100,146,Tempo,0,20.84
242.1357973,86,100,147,Tempo,0,20.49
243.135987,84,100,147,Tempo,0,20.16
244.1374757,84,100,147,Tempo,0,20.18
245.1384363,82,100,147,Tempo,0,20.27
246.1388912,83,100,148,Threshold,0,20.05
247.1391823,84,100,148,Threshold,0,19.66
248.1397264,80,100,148,Threshold,0,19.24
249.1406341,77,100,148,Threshold,0,18.85
250.1413548,80,100,149,Threshold,0,19.65
251.142236,84,100,149,Threshold,0,20.2
252.1430779,85,100,150,Threshold,0,19.97
253.1430817,80,100,150,Threshold,0,19.53
254.1436396,79,100,149,Threshold,0,19.33
255.1445851,82,100,149,Threshold,0,19.7
256.1446877,83,100,149,Threshold,0,20.07
257.144918,83,100,150,Threshold,0,20.05
258.1451735,84,100,150,Threshold,0,20.05
259.146003,82,100,151,Threshold,0,20.02
260.147368,84,100,151,Threshold,0,20.01
261.1474931,84,100,151,Threshold,0,19.99
262.1482327,80,100,151,Threshold,0,19.73
263.1483703,80,100,150,Threshold,0,19.71
264.149169,82,100,151,Threshold,0,19.79
265.1501501,82,100,151,Threshold,0,19.78
266.1509938,82,100,151,Threshold,0,19.78
267.151145,82,100,151,Threshold,0,19.82
268.1519117,86,100,151,Threshold,0,20
269.151943,85,100,151,Threshold,0,20.13
270.1524775,83,100,152,Threshold,0,20.22
271.1526999,82,100,153,Threshold,0,20.24
272.1529496,84,100,153,Threshold,0,20.13
273.1533904,83,100,154,Threshold,0,20.14
274.1537271,90,100,154,Threshold,0,20.23
275.1543865,82,100,154,Threshold,0,20.46
276.155297,87,100,154,Threshold,0,20.62
277.1564159,85,100,153,Threshold,0,20.5
278.1565664,84,100,153,Threshold,0,20.17
279.1568625,85,100,153,Threshold,0,19.78
280.1572256,82,100,153,Threshold,0,19.68
281.1585934,78,100,153,Threshold,0,19.67
282.1593716,81,100,153,Threshold,0,19.77
283.1599376,83,100,153,Threshold,0,20.05
284.1602378,84,100,153,Threshold,0,20.1
285.1604321,83,100,153,Threshold,0,19.99
286.1608455,83,100,153,Threshold,0,20.17
287.1618309,84,100,154,Threshold,0,20.49
288.1623282,88,100,154,Threshold,0,20.64
289.1630471,85,100,154,Threshold,0,20.65
290.1633527,83,100,154,Threshold,0,20.83
291.164237,86,100,155,Threshold,0,20.85
292.1651292,86,100,155,Threshold,0,20.46
293.1657109,84,100,155,Threshold,0,20.25
294.1668956,87,100,155,Threshold,0,20.31
295.1671686,86,100,155,Threshold,0,20.58
296.1675484,84,100,155,Threshold,0,20.64
297.1677959,86,100,154,Threshold,0,20.74
298.1687727,89,100,154,Threshold,0,20.89
299.1691856,86,100,154,Threshold,0,21
300.1697807,87,100,154,Threshold,0,21.15
301.1701913,89,100,154,Threshold,0,21.2
302.1709471,90,100,154,Threshold,0,21.03
303.1715302,83,100,154,Threshold,0,20.72
304.1719987,84,100,155,Threshold,0,20.72
305.17258,86,100,155,Threshold,0,20.85
306.1731656,87,100,155,Threshold,0,20.66
307.1732984,85,100,156,Threshold,0,20.48
308.1733077,83,100,156,Threshold,0,20.47
309.174243,88,100,156,Threshold,0,20.45
310.1746254,84,100,156,Threshold,0,20.44
311.1749127,85,100,157,Threshold,0,20.43
312.175441,87,100,157,Threshold,0,20.3
313.17571,78,100,156,Threshold,0,20.34
314.1770217,90,100,156,Threshold,0,20.65
315.1770663,85,100,156,Threshold,0,20.96
316.1771519,88,100,156,Threshold,0,21.11
317.177182,89,100,155,Threshold,0,21.12
318.1774106,85,100,155,Threshold,0,20.94
319.1776526,84,100,154,Threshold,0,20.72
320.1783891,89,100,155,Threshold,0,20.46
321.1784129,84,100,154,Threshold,0,20.26
322.1788964,84,100,154,Threshold,0,20.25
323.179836,86,100,153,Threshold,0,20.32
324.1806066,82,100,153,Threshold,0,20.33
325.1814723,84,100,153,Threshold,0,20.29
326.1820734,85,100,154,Threshold,0,20.26
327.1827364,86,100,155,Threshold,0,20.41
328.1833115,89,100,155,Threshold,0,20.51
329.1840181,81,100,155,Threshold,0,20.56
330.1843781,86,100,155,Threshold,0,20.73
331.1844971,90,100,156,Threshold,0,20.73
332.1848083,84,100,156,Threshold,0,20.86
333.1850374,89,100,156,Threshold,0,21.11
334.1852057,87,100,156,Threshold,0,21.17
335.1854305,88,100,156,Threshold,0,21.23
336.185672,87,100,157,Threshold,0,21.35
337.185688,89,100,157,Threshold,0,21.26
338.1860995,88,100,157,Threshold,0,20.95
339.1867888,85,100,157,Threshold,0,20.72
340.1871638,83,100,157,Threshold,0,20.23
341.1875162,83,100,157,Threshold,0,20.14
342.1879187,84,100,155,Threshold,0,20.17
343.1889071,85,100,155,Threshold,0,20.3
344.1891296,83,100,154,Threshold,0,20.44
345.1891751,84,100,154,Threshold,0,20.62
346.1900926,87,100,154,Threshold,0,20.76
347.1908169,88,100,155,Threshold,0,20.85
348.191678,86,100,154,Threshold,0,21.04
349.1922081,91,100,155,Threshold,0,21.28
350.1931748,89,100,155,Threshold,0,21.44
351.1939352,87,100,155,Threshold,0,21.39
352.1940162,88,100,155,Threshold,0,21.15
353.1941245,87,100,156,Threshold,0,20.99
354.194968,88,100,156,Threshold,0,20.88
355.1953773,88,100,156,Threshold,0,20.91
356.1956663,85,100,156,Threshold,0,21.02
357.1958551,88,100,156,Threshold,0,21.07
358.1959696,87,100,156,Threshold,0,21.04
359.1960151,88,100,156,Threshold,0,21.13
360.1960459,88,100,156,Threshold,0,21.24
361.1969123,92,99,156,Threshold,0,21.18
362.1973662,87,100,156,Threshold,0,21.34
363.1982319,91,100,156,Threshold,0,21.48
364.1985512,89,100,156,Threshold,0,21.5
365.1987331,88,100,157,Threshold,0,21.5
366.1994121,90,100,157,Threshold,0,21.35
367.1995933,85,100,158,Threshold,0,21.16
368.2003565,87,100,158,Threshold,0,20.93
369.2003734,87,100,159,Threshold,0,20.82
370.2009861,88,100,158,Threshold,0,20.86
371.20117,84,100,158,Threshold,0,20.9
372.2015405,90,100,158,Threshold,0,20.94
373.2019212,87,100,158,Threshold,0,21.11
374.2026017,88,100,158,Threshold,0,21.35
375.2033379,92,100,158,Threshold,0,21.62
376.2035344,90,100,158,Threshold,0,21.92
377.2044933,91,100,158,Threshold,0,22.1
378.2053943,94,100,158,Threshold,0,22.18
379.2057016,90,100,159,Threshold,0,22.32
380.2059004,95,100,159,Threshold,0,22.5
381.2068312,94,100,159,Threshold,0,22.71
382.2069037,97,100,159,Threshold,0,22.65
383.2077758,94,100,159,Threshold,0,22.25
384.2083652,93,100,160,Threshold,0,21.76
385.2085676,86,100,160,Threshold,0,21.45
386.2088089,90,100,160,Threshold,0,21.48
387.2091293,86,100,160,Threshold,0,21.41
388.2095885,89,100,159,Threshold,0,21.46
389.210077,90,100,159,Threshold,0,21.68
390.2102509,92,100,159,Threshold,0,21.84
391.210788,90,100,159,Threshold,0,21.78
392.2114735,92,100,159,Threshold,0,21.67
393.2118013,92,100,160,Threshold,0,21.61
394.2124398,85,100,160,Threshold,0,21.47
395.2127395,91,100,161,Threshold,0,21.38
396.2134063,88,100,161,Threshold,0,21.28
397.2140355,88,100,161,Threshold,0,21.24
398.2143338,89,100,161,Threshold,0,21.27
399.214839,89,100,161,Threshold,0,21.3
400.2157679,88,100,161,Threshold,0,21.35
401.2158723,84,100,161,Threshold,0,21.34
402.2167618,93,100,161,Threshold,0,21.2
403.2171733,83,100,162,Threshold,0,21.08
404.2177448,88,100,162,Threshold,0,21.03
405.2183847,86,100,161,Threshold,0,20.88
406.2186708,86,100,161,Threshold,0,20.93
407.219172,92,100,161,Threshold,0,21.09
408.2199717,86,100,161,Threshold,0,20.98
409.2209685,88,100,161,Threshold,0,20.76
410.2217622,83,100,161,Threshold,0,20.49
411.222048,83,100,161,Threshold,0,20.3
412.2222977,85,100,161,Threshold,0,20.44
413.2223539,88,100,161,Threshold,0,20.69
414.2233009,87,100,160,Threshold,0,20.83
415.2236691,88,100,160,Threshold,0,20.79
416.2237248,83,100,159,Threshold,0,20.78
417.2243636,86,100,159,Threshold,0,20.9
418.22506,88,100,158,Threshold,0,20.97
419.2250752,87,100,158,Threshold,0,21.06
420.2256386,90,100,159,Threshold,0,21.18
421.2258844,89,100,159,Threshold,0,21.24
422.2267079,87,100,159,Threshold,0,21.2
423.2270074,88,100,159,Threshold,0,21.26
424.2276456,94,100,159,Threshold,0,21.16
425.2282119,83,100,160,Threshold,0,20.85
426.2291522,86,100,159,Threshold,0,20.8
427.2297282,86,100,160,Threshold,0,20.89
428.2306025,86,100,160,Threshold,0,20.88
429.2312467,90,100,159,Threshold,0,20.9
430.2318192,86,100,159,Threshold,0,20.99
431.2318275,89,100,158,Threshold,0,21.03
432.2321563,88,100,159,Threshold,0,21.02
433.2327695,86,100,158,Threshold,0,20.92
434.2332728,88,100,158,Threshold,0,21.13
435.2341762,87,100,158,Threshold,0,21.21
436.2344058,86,100,159,Threshold,0,21.03
437.2348962,94,100,159,Threshold,0,20.87
438.2352893,88,100,159,Threshold,0,20.85
439.2356241,85,100,159,Threshold,0,20.97
440.2368705,84,100,159,Threshold,0,21.12
441.2376904,90,100,159,Threshold,0,21.24
442.2378139,88,100,159,Threshold,0,21.13
443.2387514,86,100,159,Threshold,0,21.01
444.2389007,87,100,160,Threshold,0,20.97
445.2397685,89,100,160,Threshold,0,20.96
446.2404821,86,100,160,Threshold,0,20.91
447.2411547,88,100,160,Threshold,0,20.7
448.241996,83,100,160,Threshold,0,20.66
449.242537,89,100,160,Threshold,0,20.8
450.2428882,88,100,160,Threshold,0,20.85
451.243829,84,100,159,Threshold,0,20.77
452.2448251,82,100,159,Threshold,0,20.79
453.2449775,88,100,158,Threshold,0,20.9
454.2457728,90,100,158,Threshold,0,20.97
455.2466195,86,99,158,Threshold,0,21.27
456.2471097,91,100,159,Threshold,0,21.57
457.2480736,89,100,159,Threshold,0,21.81
458.2482686,93,100,159,Threshold,0,21.93
459.2482855,90,100,159,Threshold,0,21.72
460.2487321,96,100,159,Threshold,0,21.42
461.2487993,87,100,159,Threshold,0,21.25
462.2488835,91,100,159,Threshold,0,21.2
463.2489705,86,100,160,Threshold,0,20.88
464.2489734,85,100,159,Threshold,0,20.63
465.2496877,89,100,159,Threshold,0,20.56
466.2500379,83,100,159,Threshold,0,20.57
467.2505515,86,100,159,Threshold,0,20.73
468.2511275,85,100,159,Threshold,0,20.83
469.2515922,87,100,159,Threshold,0,20.88
470.2518327,88,100,159,Threshold,0,20.99
471.2519665,88,100,160,Threshold,0,20.98
472.2526441,85,100,160,Threshold,0,20.89
473.2529202,86,100,159,Threshold,0,20.76
474.2538292,84,100,160,Threshold,0,20.55
475.2546012,86,100,159,Threshold,0,20.47
476.2555192,87,100,159,Threshold,0,20.65
477.2556078,87,100,160,Threshold,0,20.85
478.2557468,87,100,159,Threshold,0,20.85
479.2565608,85,100,160,Threshold,0,20.96
480.2570674,89,100,160,Threshold,0,21
481.2573681,85,100,159,Threshold,0,21.08
482.2576535,88,100,159,Threshold,0,21.3
483.2585797,90,100,160,Threshold,0,21.56
484.258646,90,100,160,Threshold,0,21.7
485.2590919,91,100,160,Threshold,0,21.76
486.2599013,90,100,161,Threshold,0,21.72
487.260534,89,100,161,Threshold,0,21.72
488.2612686,91,100,162,Threshold,0,21.71
489.26127,89,100,162,Threshold,0,21.66
490.2616925,93,100,162,Threshold,0,21.55
491.2622302,87,100,163,Threshold,0,21.4
492.2625782,88,100,163,Threshold,0,21.37
493.2634501,92,100,163,Threshold,0,21.45
494.26372,84,100,163,Threshold,0,21.51
495.2645087,92,100,163,Threshold,0,21.44
496.2647517,86,100,163,Threshold,0,21.17
497.2653663,87,100,163,Threshold,0,20.92
498.2655618,90,100,163,Threshold,0,20.77
499.266341,81,100,163,Threshold,0,20.88
500.2667153,89,100,163,Threshold,0,21.16
501.2675571,90,100,162,Threshold,0,21.31
502.2682447,87,100,163,Threshold,0,21.48
503.2690399,86,100,162,Threshold,0,21.66
504.2696018,93,100,162,Threshold,0,21.75
505.270277,89,100,162,Threshold,0,21.9
506.2705781,92,100,162,Threshold,0,21.98
507.2711391,91,100,162,Threshold,0,21.97
508.2717423,91,99,162,Threshold,0,22.17
509.2723758,100,100,162,Threshold,0,22.22
510.2724888,89,100,162,Threshold,0,22.02
511.2729113,90,100,162,Threshold,0,21.99
512.2733974,94,100,162,Threshold,0,22.29
513.2738731,94,100,162,Threshold,0,22.28
514.2743435,91,100,162,Threshold,0,22.01
515.2750406,96,100,162,Threshold,0,21.92
516.2751212,92,100,161,Threshold,0,21.63
517.2763159,88,100,162,Threshold,0,21.11
518.2763431,83,100,161,Threshold,0,21.11
519.2766674,89,100,162,Threshold,0,21.29
520.2774081,90,100,162,Threshold,0,21.24
521.2776778,91,100,162,Threshold,0,21.39
522.2781532,85,100,162,Threshold,0,21.46
523.278419,91,100,163,Threshold,0,21.46
524.2791088,90,100,163,Threshold,0,21.44
525.2799954,84,100,162,Threshold,0,21.25
526.280277,88,100,162,Threshold,0,21.06
527.2810416,86,100,163,Threshold,0,20.95
528.2812703,90,100,163,Threshold,0,21.03
529.2815087,84,100,162,Threshold,0,20.97
530.282501,89,100,163,Threshold,0,20.77
531.2831826,87,100,162,Threshold,0,20.62
532.2835202,85,100,162,Threshold,0,20.44
533.2842262,83,100,162,Threshold,0,20.52
534.2844436,88,100,162,Threshold,0,20.77
535.2852373,91,100,162,Threshold,0,20.96
536.2855887,85,100,162,Threshold,0,20.96
537.28651,88,100,162,Threshold,0,20.72
538.2867436,85,100,162,Threshold,0,20.68
539.2874026,91,100,162,Threshold,0,20.73
540.2880597,92,100,162,Threshold,0,20.61
541.288341,82,100,162,Threshold,0,20.51
542.2889199,83,100,162,Threshold,0,20.57
543.2893991,87,100,163,Threshold,0,20.63
544.2902133,87,100,162,Threshold,0,20.46
545.2905622,84,100,162,Threshold,0,20.34
546.2912869,83,100,163,Threshold,0,20.5
547.2920573,87,100,163,Threshold,0,20.76
548.2923951,87,100,163,Threshold,0,20.91
549.293298,87,100,163,Threshold,0,20.9
550.2939236,87,100,163,Threshold,0,20.88
551.2940936,87,100,163,Threshold,0,21.03
552.2941363,88,100,163,Threshold,0,21.34
553.2941856,91,100,163,Threshold,0,21.52
554.295224,88,100,163,Threshold,0,21.46
555.2963426,88,100,163,Threshold,0,21.37
556.2971957,95,100,163,Threshold,0,21.17
557.2976832,86,100,163,Threshold,0,20.91
558.2981462,83,100,162,Threshold,0,20.8
559.2987285,89,100,163,Threshold,0,20.9
560.2993205,87,100,163,Threshold,0,21
561.2993264,89,100,163,Threshold,0,21.05
562.300004,87,100,163,Threshold,0,21.09
563.300524,88,100,163,Threshold,0,20.89
564.3014491,87,100,163,Threshold,0,20.75
565.3021545,82,100,163,Threshold,0,20.82
566.3026109,89,100,162,Threshold,0,20.8
567.3028464,87,100,162,Threshold,0,20.72
568.3036008,88,100,162,Threshold,0,20.72
569.3043427,86,100,162,Threshold,0,21.22
570.3046894,91,100,162,Threshold,0,21.39
571.3052747,85,100,161,Threshold,0,21.12
572.306092,86,100,162,Threshold,0,20.93
573.3062949,88,99,162,Threshold,0,21.29
574.3064711,96,100,162,Threshold,0,21.81
575.3065565,91,100,163,Threshold,0,22.1
576.3074417,88,100,163,Threshold,0,22.33
577.3079762,94,100,163,Threshold,0,22.21
578.3081708,92,100,163,Threshold,0,21.74
579.3091559,88,100,163,Threshold,0,21.33
580.3095782,87,100,163,Threshold,0,21.17
581.310431,86,99,163,Threshold,0,21.24
582.3110292,92,100,163,Threshold,0,21.18
583.3110507,89,100,163,Threshold,0,21.08
584.3120337,83,100,162,Threshold,0,21.21
585.3127093,94,100,163,Threshold,0,21.29
586.3136203,83,110,162,Threshold,0,20.95
587.3137007,87,110,162,Threshold,0,20.49
588.3140278,83,110,162,Threshold,0,20.43
589.3140445,88,110,162,Threshold,0,20.53
590.3146644,85,110,163,Threshold,0,20.62
591.3149157,85,110,163,Threshold,0,20.81
592.316088,89,110,163,Threshold,0,20.89
593.3163841,88,110,163,Threshold,0,20.9
594.3167074,88,110,163,Threshold,0,20.83
595.3174441,84,110,164,Threshold,0,20.78
596.3174498,87,110,164,Threshold,0,20.85
597.3182402,87,110,164,Threshold,0,20.8
598.3188481,86,110,164,Threshold,0,20.89
599.3196673,89,110,165,Threshold,0,20.91
600.3205266,85,110,165,Threshold,0,20.71
601.3208537,88,110,165,Threshold,0,20.62
602.3217916,83,110,165,Threshold,0,20.57
603.3227353,86,110,165,Threshold,0,20.32
604.3228464,83,110,165,Threshold,0,19.84
605.3234489,81,110,165,Threshold,0,19.54
